periodo;edades;Hombres;Mujeres;fuente
1934;9;-262566.51000000001;263947.71000000002;HMD
1934;10;-262533.03999999998;259947.01999999999;HMD
1934;11;-270293.45000000001;263921.63;HMD
1934;12;-242510.98000000001;241008.38;HMD
1934;13;-253175.73999999999;256841.51000000001;HMD
1934;14;-213115.73999999999;211084.09;HMD
1934;15;-230548.32000000001;240382.89999999999;HMD
1934;16;-212700.35999999999;220903.32999999999;HMD
1934;17;-218163.10000000001;222690.32999999999;HMD
1934;18;-208383.26999999999;221235.51000000001;HMD
1934;19;-211034.54999999999;223995.20000000001;HMD
1934;20;-210797.17000000001;218474.79000000001;HMD
1934;21;-229335.67999999999;243497.85000000001;HMD
1934;22;-196441.66;204067.64000000001;HMD
1934;23;-222940.97;255678.35000000001;HMD
1934;24;-194337.45000000001;181399.89000000001;HMD
1934;25;-216964.54000000001;217664.82000000001;HMD
1934;26;-200541.03;205627.45000000001;HMD
1934;27;-190497.92999999999;206339.72;HMD
1934;28;-192620.04000000001;208120.84;HMD
1934;29;-188668.16;202636.34;HMD
1934;30;-181438.42000000001;187122.13;HMD
1934;31;-188811.63;205756.23999999999;HMD
1934;32;-157476.84;161493.37;HMD
1934;33;-215924.01999999999;247791.45999999999;HMD
1934;34;-133454.14000000001;127333.92;HMD
1934;35;-150828.76000000001;160791.48000000001;HMD
1934;36;-144445.98999999999;148348.87;HMD
1934;37;-145088.22;154987.01000000001;HMD
1934;38;-150897.39000000001;161247.84;HMD
1934;39;-139459.07999999999;155543.06;HMD
1934;40;-125711.32000000001;134685.84;HMD
1934;41;-141567.66;159120.07999999999;HMD
1934;42;-119063.71000000001;122889.48;HMD
1934;43;-176873.42000000001;205486.20999999999;HMD
1934;44;-104885.46000000001;99726.479999999996;HMD
1934;45;-136181.37;136527.57000000001;HMD
1934;46;-109602.89;112459.3;HMD
1934;47;-111938.67999999999;123664.11;HMD
1934;48;-125241.99000000001;135184.20000000001;HMD
1934;49;-111461.06;123290.64;HMD
1934;50;-95344.360000000001;102237.07000000001;HMD
1934;51;-111562.46000000001;126702.85000000001;HMD
1934;52;-95030.470000000001;96500.440000000002;HMD
1934;53;-154006.82000000001;183515.56;HMD
1934;54;-79263.869999999995;79995.600000000006;HMD
1934;55;-100021.06;108459;HMD
1934;56;-87104;92657.669999999998;HMD
1934;57;-87593.970000000001;104066.49000000001;HMD
1934;58;-94099.809999999998;110495.16;HMD
1934;59;-88932.960000000006;105991.34;HMD
1934;60;-71902.669999999998;81420.309999999998;HMD
1934;61;-80651.940000000002;95428.410000000003;HMD
1934;62;-64388.300000000003;67721.970000000001;HMD
1934;63;-111490.33;145622.64999999999;HMD
1934;64;-51624.470000000001;53729.010000000002;HMD
1934;65;-63021.669999999998;72136.110000000001;HMD
1934;66;-54785.190000000002;60418.779999999999;HMD
1934;67;-57987.480000000003;68017.979999999996;HMD
1934;68;-64291.220000000001;75516.729999999996;HMD
1934;69;-55274.5;63566.279999999999;HMD
1934;70;-43839.760000000002;49818.230000000003;HMD
1934;71;-44349.68;56145.339999999997;HMD
1934;72;-32704.389999999999;36571.230000000003;HMD
1934;73;-56815.529999999999;79813.889999999999;HMD
1934;74;-24316.060000000001;26734.09;HMD
1934;75;-27921.84;34463.599999999999;HMD
1934;76;-20512.07;25337.93;HMD
1934;77;-19534.43;27275.990000000002;HMD
1934;78;-20445.380000000001;29359.080000000002;HMD
1934;79;-16229.68;23422.369999999999;HMD
1934;80;-16211.040000000001;26283.400000000001;HMD
1934;81;-13856.01;22583.02;HMD
1934;82;-12029.4;20249.630000000001;HMD
1934;83;-10423.280000000001;18136.299999999999;HMD
1934;84;-8660.7900000000009;15626.700000000001;HMD
1934;85;-6357.0600000000004;12389.23;HMD
1934;86;-4677.5;9866.3500000000004;HMD
1934;87;-3525.5100000000002;7925.0200000000004;HMD
1934;88;-2736.5100000000002;6321.3100000000004;HMD
1934;89;-2097.7600000000002;5128.1499999999996;HMD
1934;90;-1584.0999999999999;4003.0799999999999;HMD
1934;91;-1179.71;3029.1399999999999;HMD
1934;92;-917.65999999999997;2543.9699999999998;HMD
1934;93;-724.73000000000002;2068.5900000000001;HMD
1934;94;-569.98000000000002;1621;HMD
1934;95;-374.04000000000002;1188.5699999999999;HMD
1934;96;-227;814.51999999999998;HMD
1934;97;-152.11000000000001;560.59000000000003;HMD
1934;98;-100.04000000000001;372.60000000000002;HMD
1934;99;-60.149999999999999;217.99000000000001;HMD
1934;100+;-75.629999999999995;368.88999999999999;HMD
1935;0;-302540.82000000001;289894.59000000003;HMD
1935;1;-298095.01000000001;286496.96000000002;HMD
1935;2;-292978.28999999998;281620.23999999999;HMD
1935;3;-278430.34000000003;269194;HMD
1935;4;-252162.64999999999;246088.20000000001;HMD
1935;5;-244863.69;238287.81;HMD
1935;6;-280630.92999999999;275009.12;HMD
1935;7;-263537.82000000001;259774.28;HMD
1935;8;-272606.78999999998;268201.23999999999;HMD
1935;9;-257025.14999999999;252877.87;HMD
1935;10;-260947.26000000001;263923.21000000002;HMD
1935;11;-260754.88;260318.04000000001;HMD
1935;12;-271813;266384.94;HMD
1935;13;-240798.59;241427.42999999999;HMD
1935;14;-252450.60000000001;258794.37;HMD
1935;15;-212079.41;210553.42000000001;HMD
1935;16;-227544.56;240208.92999999999;HMD
1935;17;-211039.95000000001;222755;HMD
1935;18;-215624.48000000001;223798.10000000001;HMD
1935;19;-207858.89999999999;223299.75;HMD
1935;20;-210108.28;224774.10000000001;HMD
1935;21;-209200.39999999999;218758.57000000001;HMD
1935;22;-226236.04000000001;242785.82999999999;HMD
1935;23;-194266.17999999999;202519.14000000001;HMD
1935;24;-222304.57999999999;257052.14999999999;HMD
1935;25;-192013.78;178202.97;HMD
1935;26;-214338.51000000001;215177.44;HMD
1935;27;-199197.66;203277.73000000001;HMD
1935;28;-188411.66;203089.89999999999;HMD
1935;29;-190528.75;205989.23999999999;HMD
1935;30;-186838.82000000001;201008.95999999999;HMD
1935;31;-179535.91;185549.70999999999;HMD
1935;32;-187011.14999999999;204161.57000000001;HMD
1935;33;-157405.69;161255.89000000001;HMD
1935;34;-214839.95999999999;247498.75;HMD
1935;35;-133355.82999999999;126625.23;HMD
1935;36;-150270.26999999999;159920.39999999999;HMD
1935;37;-142890.48000000001;147175.44;HMD
1935;38;-143931.51999999999;154290.01999999999;HMD
1935;39;-151287.12;161484.69;HMD
1935;40;-138728.31;153744.38;HMD
1935;41;-125244.09;134039.56;HMD
1935;42;-139903.32999999999;158190.07000000001;HMD
1935;43;-118062.88;122351.41;HMD
1935;44;-173721.51000000001;203210.34;HMD
1935;45;-104890.17;99225.369999999995;HMD
1935;46;-134925.17999999999;134903.29999999999;HMD
1935;47;-109436.73;111624.56;HMD
1935;48;-110573.32000000001;122325.03;HMD
1935;49;-123058.50999999999;133382.26999999999;HMD
1935;50;-110167.98;122376.92;HMD
1935;51;-94381.449999999997;101364.36;HMD
1935;52;-109780.53;124994.5;HMD
1935;53;-94332.199999999997;95806.479999999996;HMD
1935;54;-150328.48000000001;181586.54000000001;HMD
1935;55;-78515.320000000007;79356.860000000001;HMD
1935;56;-98009.300000000003;107030.78999999999;HMD
1935;57;-86758.270000000004;92556.5;HMD
1935;58;-86360.190000000002;102917.89999999999;HMD
1935;59;-92926.529999999999;110304.49000000001;HMD
1935;60;-86887.470000000001;103736.55;HMD
1935;61;-71008.229999999996;80664.309999999998;HMD
1935;62;-78223.110000000001;93365.949999999997;HMD
1935;63;-62038.309999999998;66011.320000000007;HMD
1935;64;-106002.17999999999;139758.29000000001;HMD
1935;65;-49338.169999999998;51650.050000000003;HMD
1935;66;-60036.419999999998;69299.100000000006;HMD
1935;67;-52316.290000000001;58140.989999999998;HMD
1935;68;-54888.910000000003;64850.599999999999;HMD
1935;69;-60897.120000000003;72215.160000000003;HMD
1935;70;-51790.470000000001;59879.330000000002;HMD
1935;71;-41302.220000000001;47116.080000000002;HMD
1935;72;-41906.949999999997;53767.910000000003;HMD
1935;73;-30324.360000000001;34534.010000000002;HMD
1935;74;-52220.139999999999;74870.520000000004;HMD
1935;75;-22019.150000000001;24682.09;HMD
1935;76;-25041.720000000001;31611.32;HMD
1935;77;-18368.290000000001;23398.59;HMD
1935;78;-17224.439999999999;24997.66;HMD
1935;79;-18006.529999999999;26784.470000000001;HMD
1935;80;-16372.32;26427.93;HMD
1935;81;-13940.709999999999;22906.57;HMD
1935;82;-12128.77;20346.540000000001;HMD
1935;83;-10258.35;17810.740000000002;HMD
1935;84;-8755;15726.049999999999;HMD
1935;85;-6972.4700000000003;13039.440000000001;HMD
1935;86;-5093.3000000000002;10297.379999999999;HMD
1935;87;-3742.4899999999998;8241.9200000000001;HMD
1935;88;-2761.1500000000001;6510.8199999999997;HMD
1935;89;-2080.9899999999998;5156.1199999999999;HMD
1935;90;-1549.01;4045.3200000000002;HMD
1935;91;-1181.55;3147.0300000000002;HMD
1935;92;-940.39999999999998;2565.1399999999999;HMD
1935;93;-705.45000000000005;2077.2600000000002;HMD
1935;94;-555.99000000000001;1696.02;HMD
1935;95;-420.63;1288.0999999999999;HMD
1935;96;-265.44999999999999;887.77999999999997;HMD
1935;97;-159.93000000000001;589.25999999999999;HMD
1935;98;-97.379999999999995;399.25999999999999;HMD
1935;99;-54.509999999999998;249.34999999999999;HMD
1935;100+;-86.790000000000006;396.01999999999998;HMD
1936;0;-300633.22999999998;287353.40999999997;HMD
1936;1;-284866.19;276717.26000000001;HMD
1936;2;-292024.60999999999;281883.01000000001;HMD
1936;3;-290194.34999999998;280144.71999999997;HMD
1936;4;-276912.63;268848.25;HMD
1936;5;-258204.45999999999;252404.62;HMD
1936;6;-247964.13;241416.75;HMD
1936;7;-282012.06;277428.51000000001;HMD
1936;8;-262845.44;259839.82000000001;HMD
1936;9;-273377.44;269033.75;HMD
1936;10;-255774.04000000001;253555.51000000001;HMD
1936;11;-259407.60999999999;263937.32000000001;HMD
1936;12;-259002.67000000001;260690.72;HMD
1936;13;-273336.35999999999;268800.45000000001;HMD
1936;14;-239061.59;241788.29000000001;HMD
1936;15;-251687.23999999999;260730.31;HMD
1936;16;-211011.39000000001;210009.07999999999;HMD
1936;17;-224405.57000000001;239961.45000000001;HMD
1936;18;-209202.85000000001;224514.73000000001;HMD
1936;19;-213057.14000000001;224901.64000000001;HMD
1936;20;-207392.29000000001;225362.19;HMD
1936;21;-209244.38;225562.07000000001;HMD
1936;22;-207644.98999999999;219002.19;HMD
1936;23;-223152.29000000001;241957.20000000001;HMD
1936;24;-192100.32000000001;200988.48999999999;HMD
1936;25;-221701.51000000001;258484.39999999999;HMD
1936;26;-189731.04999999999;175024.01000000001;HMD
1936;27;-211726.64999999999;212681.79999999999;HMD
1936;28;-197816.73999999999;200913.82000000001;HMD
1936;29;-186421.92000000001;199950.26999999999;HMD
1936;30;-188512.32000000001;203814.14000000001;HMD
1936;31;-185082.34;199400.39999999999;HMD
1936;32;-177656.12;184000.5;HMD
1936;33;-185086.94;202382.82999999999;HMD
1936;34;-157311.42999999999;161017.54000000001;HMD
1936;35;-213677.57999999999;247115.23999999999;HMD
1936;36;-133183.56;125877.74000000001;HMD
1936;37;-149768.07999999999;159148.13;HMD
1936;38;-141297.56;145935.34;HMD
1936;39;-142790.82999999999;153604.91;HMD
1936;40;-151536.20000000001;161551.32000000001;HMD
1936;41;-138030.14999999999;151931.63;HMD
1936;42;-124784.46000000001;133508.37;HMD
1936;43;-138093.03;157154.70999999999;HMD
1936;44;-117110.81;121859.77;HMD
1936;45;-170296.72;200774.13;HMD
1936;46;-104844.56;98700.490000000005;HMD
1936;47;-133816.07999999999;133356.62;HMD
1936;48;-109089.28;110650.38;HMD
1936;49;-109118.87;120947.97;HMD
1936;50;-120642.49000000001;131336.23999999999;HMD
1936;51;-108868.06;121432.94;HMD
1936;52;-93489.940000000002;100580.06;HMD
1936;53;-107786.57000000001;123066.98;HMD
1936;54;-93635.770000000004;95058.029999999999;HMD
1936;55;-146377.54000000001;179394.72;HMD
1936;56;-77538.279999999999;78524.300000000003;HMD
1936;57;-95959.990000000005;105652.82000000001;HMD
1936;58;-86178.029999999999;92330.039999999994;HMD
1936;59;-84990.800000000003;101668.59;HMD
1936;60;-91312.869999999995;109434.39999999999;HMD
1936;61;-84846.729999999996;101385.44;HMD
1936;62;-70227.910000000003;80296.720000000001;HMD
1936;63;-75318.860000000001;90839.899999999994;HMD
1936;64;-59745.459999999999;64237.260000000002;HMD
1936;65;-100266.28999999999;133453.47;HMD
1936;66;-47049.519999999997;49429.470000000001;HMD
1936;67;-57260.970000000001;66756.020000000004;HMD
1936;68;-49718.940000000002;55767.389999999999;HMD
1936;69;-52073.07;61960.5;HMD
1936;70;-57031.650000000001;68073.229999999996;HMD
1936;71;-48283.190000000002;55955.720000000001;HMD
1936;72;-39212.769999999997;45086.099999999999;HMD
1936;73;-39082.349999999999;50812.389999999999;HMD
1936;74;-28146.130000000001;32618.560000000001;HMD
1936;75;-47450.389999999999;69580.380000000005;HMD
1936;76;-19877.860000000001;22729.09;HMD
1936;77;-22584.48;29376.59;HMD
1936;78;-16188;21410.130000000001;HMD
1936;79;-15242.6;23066.740000000002;HMD
1936;80;-16284.24;26603.200000000001;HMD
1936;81;-14087.860000000001;23136.369999999999;HMD
1936;82;-12204.379999999999;20677.130000000001;HMD
1936;83;-10347.629999999999;17947.759999999998;HMD
1936;84;-8589.4500000000007;15499.629999999999;HMD
1936;85;-7048.2600000000002;13204.959999999999;HMD
1936;86;-5621.6199999999999;10879.5;HMD
1936;87;-4126.0799999999999;8612.2299999999996;HMD
1936;88;-2957.1100000000001;6829.75;HMD
1936;89;-2156.1199999999999;5370.1700000000001;HMD
1936;90;-1598.55;4062.7199999999998;HMD
1936;91;-1181.1900000000001;3140.9400000000001;HMD
1936;92;-937.92999999999995;2647.8800000000001;HMD
1936;93;-708.73000000000002;2100.5900000000001;HMD
1936;94;-543.34000000000003;1701.3499999999999;HMD
1936;95;-423.58999999999997;1335.27;HMD
1936;96;-318.06999999999999;972.25;HMD
1936;97;-196;667.26999999999998;HMD
1936;98;-108.31999999999999;421.11000000000001;HMD
1936;99;-57.920000000000002;254.66;HMD
1936;100+;-94.379999999999995;437.94999999999999;HMD
1937;0;-290618.39000000001;279369.33000000002;HMD
1937;1;-283143.54999999999;273301.09999999998;HMD
1937;2;-279699.07000000001;273231.08000000002;HMD
1937;3;-289706.48999999999;280648.71000000002;HMD
1937;4;-289050.58000000002;280189.5;HMD
1937;5;-276136.89000000001;269243.27000000002;HMD
1937;6;-264633.85999999999;259103.29000000001;HMD
1937;7;-251336.70000000001;244851.53;HMD
1937;8;-283611.79999999999;280118.34000000003;HMD
1937;9;-262257.72999999998;260009.70000000001;HMD
1937;10;-274214.78000000003;269977.71000000002;HMD
1937;11;-254535.92999999999;254301.70999999999;HMD
1937;12;-257848.07000000001;263959.12;HMD
1937;13;-257220.56;261077.97;HMD
1937;14;-274747.84999999998;271196.78000000003;HMD
1937;15;-237207.35000000001;242103.32999999999;HMD
1937;16;-250765.67999999999;262601.78000000003;HMD
1937;17;-209584.70999999999;209376.81;HMD
1937;18;-220646.29000000001;239612.85000000001;HMD
1937;19;-206647.82999999999;226267.01999999999;HMD
1937;20;-209627.78;226015.23000000001;HMD
1937;21;-205988.72;227449.19;HMD
1937;22;-207367.17000000001;226347.82999999999;HMD
1937;23;-204868.23999999999;219192.67000000001;HMD
1937;24;-218897.45999999999;241142.37;HMD
1937;25;-188814.73000000001;199510.16;HMD
1937;26;-219979.89000000001;259986.91;HMD
1937;27;-186427.01000000001;171927.03;HMD
1937;28;-207991.67000000001;210269.69;HMD
1937;29;-195542.38;198686.20999999999;HMD
1937;30;-183399.69;196782.17999999999;HMD
1937;31;-185555.95999999999;201758.42999999999;HMD
1937;32;-182604.54999999999;197960.04000000001;HMD
1937;33;-174836.92000000001;182375.81;HMD
1937;34;-182419.76000000001;200749.79999999999;HMD
1937;35;-156270.97;160842.70999999999;HMD
1937;36;-210971.89000000001;246768.97;HMD
1937;37;-131857.98999999999;125257.27;HMD
1937;38;-149047.26000000001;158384.64000000001;HMD
1937;39;-139555.89000000001;144799.79999999999;HMD
1937;40;-140796.07999999999;152843.29999999999;HMD
1937;41;-151111.17999999999;161751.19;HMD
1937;42;-136793.62;150322.62;HMD
1937;43;-123589.83;132946.53;HMD
1937;44;-135810.69;156250.25;HMD
1937;45;-115266.45;121221.69;HMD
1937;46;-166163.78;198302.04999999999;HMD
1937;47;-104434.19;98298.240000000005;HMD
1937;48;-132011.57999999999;131779.25;HMD
1937;49;-108240.32000000001;109764.78999999999;HMD
1937;50;-106893.78;119401.2;HMD
1937;51;-117714.78999999999;129285.44;HMD
1937;52;-107342.02;120662.78;HMD
1937;53;-92030.190000000002;99714.729999999996;HMD
1937;54;-105480.97;121223.16;HMD
1937;55;-92342.979999999996;94167.399999999994;HMD
1937;56;-141933.51000000001;177181.04999999999;HMD
1937;57;-76395.009999999995;77901.179999999993;HMD
1937;58;-93564.860000000001;104257.07000000001;HMD
1937;59;-85330.839999999997;92164.729999999996;HMD
1937;60;-82799.649999999994;99991.339999999997;HMD
1937;61;-89319.899999999994;108703.34;HMD
1937;62;-82798.550000000003;99595.910000000003;HMD
1937;63;-68794.710000000006;79666.440000000002;HMD
1937;64;-72152.020000000004;88397.779999999999;HMD
1937;65;-56703.589999999997;62121.699999999997;HMD
1937;66;-94149.850000000006;127124.46000000001;HMD
1937;67;-44898.529999999999;47580.279999999999;HMD
1937;68;-54329.029999999999;64134.93;HMD
1937;69;-47306.849999999999;53618.510000000002;HMD
1937;70;-48631.010000000002;58216;HMD
1937;71;-52968.129999999997;63899.940000000002;HMD
1937;72;-44993.07;52998.349999999999;HMD
1937;73;-36429.620000000003;42726.709999999999;HMD
1937;74;-36261.18;48091.709999999999;HMD
1937;75;-25509.139999999999;30265.110000000001;HMD
1937;76;-42463.239999999998;64266.330000000002;HMD
1937;77;-17898.689999999999;21290.02;HMD
1937;78;-19863.450000000001;26967.509999999998;HMD
1937;79;-14230.75;19731.540000000001;HMD
1937;80;-16213.35;26741.439999999999;HMD
1937;81;-13919.290000000001;23324.549999999999;HMD
1937;82;-12231.84;20846.610000000001;HMD
1937;83;-10334.530000000001;18270.040000000001;HMD
1937;84;-8609.4200000000001;15731.799999999999;HMD
1937;85;-6853.79;13024.65;HMD
1937;86;-5584.7399999999998;11015.440000000001;HMD
1937;87;-4450.21;9145.6100000000006;HMD
1937;88;-3246.8299999999999;7183.79;HMD
1937;89;-2295.8800000000001;5659.0900000000001;HMD
1937;90;-1584.6800000000001;4206.9899999999998;HMD
1937;91;-1187.99;3137.6100000000001;HMD
1937;92;-946.78999999999996;2654.5799999999999;HMD
1937;93;-716.38999999999999;2157.25;HMD
1937;94;-554.14999999999998;1737.53;HMD
1937;95;-409.79000000000002;1361.5599999999999;HMD
1937;96;-300.43000000000001;1000.9;HMD
1937;97;-217.56;715.00999999999999;HMD
1937;98;-130.31;485.67000000000002;HMD
1937;99;-60.689999999999998;290.64999999999998;HMD
1937;100+;-92.579999999999998;490.5;HMD
1938;0;-264548.82000000001;254750.31;HMD
1938;1;-269727.28000000003;263551.51000000001;HMD
1938;2;-276045.90999999997;267251.13;HMD
1938;3;-276752.34000000003;271846.94;HMD
1938;4;-288109.65000000002;280043.78999999998;HMD
1938;5;-288063.47999999998;280405.35999999999;HMD
1938;6;-275325.71000000002;269686.90000000002;HMD
1938;7;-271012.48999999999;265825.89000000001;HMD
1938;8;-254632.94;248286.95999999999;HMD
1938;9;-285068.12;282758.59999999998;HMD
1938;10;-261510.63;260113.13;HMD
1938;11;-274869.35999999999;270807.56;HMD
1938;12;-253134.34;254920.73000000001;HMD
1938;13;-256143.91;263843.76000000001;HMD
1938;14;-255265.70999999999;261253.64999999999;HMD
1938;15;-275963.96999999997;273358.29999999999;HMD
1938;16;-235039.07000000001;242242.04000000001;HMD
1938;17;-249362.19;264273.59999999998;HMD
1938;18;-207515.76999999999;208492.26000000001;HMD
1938;19;-216137.37;239075.14999999999;HMD
1938;20;-203075.92999999999;227809.59;HMD
1938;21;-205008.32999999999;226956.60000000001;HMD
1938;22;-203186.45999999999;229327.54000000001;HMD
1938;23;-204170.32999999999;226881.56;HMD
1938;24;-200983.31;219253.10999999999;HMD
1938;25;-213558.04999999999;240227.88;HMD
1938;26;-184733.95999999999;197960.5;HMD
1938;27;-217607.28;261395.37;HMD
1938;28;-182509.63;168673.64999999999;HMD
1938;29;-204031.01999999999;207798.04999999999;HMD
1938;30;-192998.32000000001;196297.57999999999;HMD
1938;31;-180489.60000000001;193582.95999999999;HMD
1938;32;-182686.25;199685.01000000001;HMD
1938;33;-179766.39000000001;196276.95000000001;HMD
1938;34;-171913.79999999999;180723.53;HMD
1938;35;-179568;198972.66;HMD
1938;36;-155253.35999999999;160502.47;HMD
1938;37;-209022.51000000001;246381.67999999999;HMD
1938;38;-130994.89999999999;124495.94;HMD
1938;39;-147820.79000000001;157557.98999999999;HMD
1938;40;-137022.20000000001;143361.35000000001;HMD
1938;41;-138813.75;151962.48000000001;HMD
1938;42;-150801.70999999999;161998.69;HMD
1938;43;-135331.35999999999;148524.67999999999;HMD
1938;44;-122497.25999999999;132337.10000000001;HMD
1938;45;-133195.72;154983.60000000001;HMD
1938;46;-113333.21000000001;120351.53999999999;HMD
1938;47;-162259.72;195840.31;HMD
1938;48;-103794.16;97718.529999999999;HMD
1938;49;-130136.03999999999;130106.00999999999;HMD
1938;50;-107007.32000000001;108436.57000000001;HMD
1938;51;-104647.50999999999;117700.06;HMD
1938;52;-114924.64999999999;127313.69;HMD
1938;53;-105428.17999999999;119576.87;HMD
1938;54;-90508.470000000001;98715.210000000006;HMD
1938;55;-102783.8;119027.89;HMD
1938;56;-90749.610000000001;93036.539999999994;HMD
1938;57;-137496.63;174950.45000000001;HMD
1938;58;-75017.539999999994;77077.440000000002;HMD
1938;59;-90959.649999999994;102711.23;HMD
1938;60;-83712.520000000004;91103.419999999998;HMD
1938;61;-80483.649999999994;97935.440000000002;HMD
1938;62;-87575.770000000004;108194.57000000001;HMD
1938;63;-80131.289999999994;97233.360000000001;HMD
1938;64;-67179.399999999994;78835.779999999999;HMD
1938;65;-68376.619999999995;85224.279999999999;HMD
1938;66;-53383.019999999997;59581.610000000001;HMD
1938;67;-88046.490000000005;120847.09;HMD
1938;68;-42352.739999999998;45388.480000000003;HMD
1938;69;-51436.879999999997;61573.889999999999;HMD
1938;70;-43964.82;50298.220000000001;HMD
1938;71;-44724.279999999999;53947.620000000003;HMD
1938;72;-49017.290000000001;60279.080000000002;HMD
1938;73;-40932.279999999999;49346.559999999998;HMD
1938;74;-33563.019999999997;40263.019999999997;HMD
1938;75;-32739.099999999999;44459.07;HMD
1938;76;-22517.330000000002;27375.91;HMD
1938;77;-37638.940000000002;59146.040000000001;HMD
1938;78;-15486.059999999999;19376.380000000001;HMD
1938;79;-17192.029999999999;24533.66;HMD
1938;80;-16266.059999999999;26700.110000000001;HMD
1938;81;-13450.25;22964.52;HMD
1938;82;-11858.75;20852.080000000002;HMD
1938;83;-10049.32;18162.049999999999;HMD
1938;84;-8358.1900000000005;15713.1;HMD
1938;85;-6670.1199999999999;12893.049999999999;HMD
1938;86;-5245.79;10559.110000000001;HMD
1938;87;-4235.29;8985.9500000000007;HMD
1938;88;-3287.2800000000002;7367.6899999999996;HMD
1938;89;-2361.8200000000002;5770.5299999999997;HMD
1938;90;-1601.8099999999999;4278.7200000000003;HMD
1938;91;-1107.78;3110.4400000000001;HMD
1938;92;-913.74000000000001;2590.3099999999999;HMD
1938;93;-685.28999999999996;2097.9699999999998;HMD
1938;94;-504.07999999999998;1701.79;HMD
1938;95;-381.06;1307.21;HMD
1938;96;-290.36000000000001;984.88999999999999;HMD
1938;97;-210.59;708.46000000000004;HMD
1938;98;-133.34999999999999;471.41000000000003;HMD
1938;99;-68.150000000000006;301.44999999999999;HMD
1938;100+;-84.689999999999998;475.76999999999998;HMD
1939;0;-237780.48000000001;226586.79000000001;HMD
1939;1;-248051.28;242946.23000000001;HMD
1939;2;-264323.5;259643.92999999999;HMD
1939;3;-273648.52000000002;265250.84999999998;HMD
1939;4;-275729.73999999999;272193.70000000001;HMD
1939;5;-287310.48999999999;280248.40000000002;HMD
1939;6;-287439.38;280986.42999999999;HMD
1939;7;-274761.83000000002;270295.46999999997;HMD
1939;8;-277554.25;272693.38;HMD
1939;9;-258006.25;251805.56;HMD
1939;10;-286578.73999999999;285432.78000000003;HMD
1939;11;-260818.39999999999;260214.89000000001;HMD
1939;12;-275534.40000000002;271620.54999999999;HMD
1939;13;-251703.73000000001;255495.10999999999;HMD
1939;14;-254348.25;263602.51000000001;HMD
1939;15;-253149.03;261270.12;HMD
1939;16;-276961.09999999998;275427.62;HMD
1939;17;-232480.17000000001;242220.31;HMD
1939;18;-247094.42000000001;265729.47999999998;HMD
1939;19;-204268.79999999999;207504.04999999999;HMD
1939;20;-210472.35000000001;238411.25;HMD
1939;21;-199093.57999999999;229277.09;HMD
1939;22;-200434.73999999999;227776.59;HMD
1939;23;-200668.01999999999;231036.01999999999;HMD
1939;24;-201515.45000000001;227366.67000000001;HMD
1939;25;-197664.81;219253.07999999999;HMD
1939;26;-208916.94;239258.98999999999;HMD
1939;27;-181216.29000000001;196311.17000000001;HMD
1939;28;-215536.20000000001;262672.10999999999;HMD
1939;29;-178913.48000000001;165467.14000000001;HMD
1939;30;-200250;205216.20000000001;HMD
1939;31;-190704.17999999999;193903.09;HMD
1939;32;-177628.75;190441.23000000001;HMD
1939;33;-179706.67999999999;197414.07999999999;HMD
1939;34;-177146.79999999999;194591.37;HMD
1939;35;-169110.92000000001;178949.38;HMD
1939;36;-176816.88;197024.22;HMD
1939;37;-154471.31;160158.64999999999;HMD
1939;38;-207111.14999999999;245896.97;HMD
1939;39;-130091.74000000001;123688.45;HMD
1939;40;-146418.70000000001;156456.88;HMD
1939;41;-134672.10000000001;141870.82000000001;HMD
1939;42;-137001.09;151188.14999999999;HMD
1939;43;-150381.26000000001;162024.72;HMD
1939;44;-134040.72;146668.82000000001;HMD
1939;45;-121116.62;131366.06;HMD
1939;46;-130503.86;153571.92000000001;HMD
1939;47;-111676.53999999999;119604.78;HMD
1939;48;-158213.79000000001;193174.70000000001;HMD
1939;49;-103105.72;96975.350000000006;HMD
1939;50;-127846.63;127969.95;HMD
1939;51;-105669.5;107007.28999999999;HMD
1939;52;-102565.53;116104.42999999999;HMD
1939;53;-111843.14999999999;125076.19;HMD
1939;54;-103405.75999999999;118446.17999999999;HMD
1939;55;-88589.089999999997;97346.550000000003;HMD
1939;56;-99798.080000000002;116510.16;HMD
1939;57;-89134.470000000001;91841.860000000001;HMD
1939;58;-132682.44;172376;HMD
1939;59;-73240.339999999997;75933;HMD
1939;60;-87382.509999999995;100605.03;HMD
1939;61;-81809.490000000005;89695.940000000002;HMD
1939;62;-78295.520000000004;95616.919999999998;HMD
1939;63;-85002.360000000001;106934.21000000001;HMD
1939;64;-77120.410000000003;94457.850000000006;HMD
1939;65;-64634.050000000003;76954.339999999997;HMD
1939;66;-63937.209999999999;81471.820000000007;HMD
1939;67;-49817.989999999998;57036.870000000003;HMD
1939;68;-81303.589999999997;113948.67;HMD
1939;69;-39591.260000000002;42945.480000000003;HMD
1939;70;-47148.75;57356.730000000003;HMD
1939;71;-39820.220000000001;46191.5;HMD
1939;72;-40812.330000000002;50123.32;HMD
1939;73;-43945.220000000001;55574.489999999998;HMD
1939;74;-36505.220000000001;45297.07;HMD
1939;75;-29724.41;36532.720000000001;HMD
1939;76;-28659.700000000001;40254.199999999997;HMD
1939;77;-19588.77;24783.59;HMD
1939;78;-32093.459999999999;53228.690000000002;HMD
